codigoInterno,Nom Reducido,idItem,idTipoIVA,idCategoria,IDSubRubro,Codigo_de_Envase_asociado,Porc_de_Impuesto_Interno,precio_final,FechaUltimoPrecio,descrip reducida,Eliminacion_de_item,Tipo de Unidad,Unidad,Dias_de_Vencimiento,Tamanio de Letra,productos.FechaUltimoPrecio,Codigo_Adicional,Permite_Modif_Descripcion,Precio adicional de venta con IVA,Codigo de Plantilla de Etiqueta,Codigo de IVA Diferencial,UltimoPrecio,Precio_de_Oferta_Etiquetas,IDProducto,Codigo_de_envase_asociado_ERP,Monto_de_Impuesto_Interno,productos.idTipoIVA,Aplica_Percepcion_5329,Costo _el_articulo,idProveedor,IDRubro,idMarca,Fecha Inicio,Fecha Fin
3053,QUESO TYBO TREMBLAY X G,5.0,3,61,262,0,0,13600.0,2025-01-13,QUESO TYBO TREMBLAY X G,N,1,1,5,0,2025-01-13,*,N,0,-1,0,8.503, ,3011463618, ,-1,3,N,-1,1437,4,0,01/12/2024,31/12/2024
3054,QUESO CHEDDAR TREMBLAY X G,5.0,3,61,262,0,0,13380.0,2025-01-13,QUESO CHEDDAR TREMBLAY X G,N,1,1,5,0,2025-01-13,*,N,0,-1,0,8.362, ,3011463619, ,-1,3,N,-1,1437,4,0,01/12/2024,31/12/2024
8002,MERTHIOLATE FILM aer.x 30 g,,3,0,0,0,0,14080.12,2025-01-14,MERTHIOLATE FILM aer.x 30 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,10202.986, ,1019000018, ,-1,3,N,-1,0,1,554,01/12/2024,31/12/2024
8003,102 PLUS comp.x 60,,3,0,0,0,0,25443.19,2025-01-14,102 PLUS comp.x 60,N,1,1,5,0,2025-01-14,*,N,0,-1,0,18437.094, ,1037200011, ,-1,3,N,-1,0,1,1059,01/12/2024,31/12/2024
8006,102 PLUS comp.x 30,,3,0,0,0,0,14794.21,2025-01-14,102 PLUS comp.x 30,N,1,1,5,0,2025-01-14,*,N,0,-1,0,10720.442, ,1037205501, ,-1,3,N,-1,0,1,1059,01/12/2024,31/12/2024
8007,ATOMO ARNICA GEL gel x 30 g,,3,0,0,0,0,7953.03,2025-01-14,ATOMO ARNICA GEL gel x 30 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,5763.065, ,1041400013, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8008,ATOMO ARNICA POTE pote x 80 g,,3,0,0,0,0,9919.9,2025-01-14,ATOMO ARNICA POTE pote x 80 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,7188.333, ,1041400014, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8009,ATOMO ARNICA ROLL-ON Roll-on x 90 g,,3,0,0,0,0,11581.23,2025-01-14,ATOMO ARNICA ROLL-ON Roll-on x 90 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,8392.196, ,1041400015, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8010,DERMAGLOS C PIEL DEL DIABETICO emulsión x 300 ml,,3,0,0,0,0,21471.3,2025-01-13,DERMAGLOS C PIEL DEL DIABETICO emulsión x 300 ml,N,1,1,5,0,2025-01-13,*,N,0,-1,0,15558.913, ,2000900079, ,-1,3,N,-1,0,3,129,01/12/2024,31/12/2024
8011,COLTIX MULTIPROPOSITO env.x 150 ml,,3,0,0,0,0,10000.07,2025-01-14,COLTIX MULTIPROPOSITO env.x 150 ml,N,1,1,5,0,2025-01-14,*,N,0,-1,0,7246.428, ,2011000010, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8012,MEGACISTIN COLµGENO pvo. x 350 g,,3,0,0,0,0,44669.2,2025-01-14,MEGACISTIN COLµGENO pvo. x 350 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,32368.986, ,2011000011, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8013,CURFLEX comp.x 30,,3,0,0,0,0,19617.19,2025-01-14,CURFLEX comp.x 30,N,1,1,5,0,2025-01-14,*,N,0,-1,0,14215.355, ,2036600021, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8014,VARISEDAN GEL gel frío p/piernas x400g,,3,0,0,0,0,13888.0,2025-01-14,VARISEDAN GEL gel frío p/piernas x400g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,10063.768, ,2041400104, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8063,MERTHIOLATE BEBE cr.x 40 g,,3,0,0,0,0,9079.28,2025-01-14,MERTHIOLATE BEBE cr.x 40 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,6579.188, ,2076300000, ,-1,3,N,-1,0,1,554,01/12/2024,31/12/2024
8064,MEGACISTIN shampoo x 200 ml,,3,3,72,0,0,20350.45,2025-01-14,MEGACISTIN shampoo x 200 ml,N,1,1,5,0,2025-01-14,*,N,0,-1,0,14746.703, ,2076300003, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8065,MEGACISTIN MAX COMPRIMIDOS comp.x 30,,3,0,0,0,0,25745.09,2025-01-14,MEGACISTIN MAX COMPRIMIDOS comp.x 30,N,1,1,5,0,2025-01-14,*,N,0,-1,0,18655.862, ,2076300006, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8066,MEGACISTIN MAX LOCION loc.x 120 ml,,3,3,62,0,0,15459.26,2025-01-14,MEGACISTIN MAX LOCION loc.x 120 ml,N,1,1,5,0,2025-01-14,*,N,0,-1,0,11202.362, ,2076300007, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8067,102 MUJER caps.bl.x 30,,3,0,0,0,0,17789.73,2025-01-14,102 MUJER caps.bl.x 30,N,1,1,5,0,2025-01-14,*,N,0,-1,0,12891.109, ,2076300015, ,-1,3,N,-1,0,1,1059,01/12/2024,31/12/2024
8068,MERTHIOLATE CICATRIZANTE cr.x 50 g,,3,0,0,0,0,9203.72,2025-01-14,MERTHIOLATE CICATRIZANTE cr.x 50 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,6669.362, ,2076300016, ,-1,3,N,-1,0,1,554,01/12/2024,31/12/2024
8069,CURFLEX PLUS comp.x 30,,3,0,0,0,0,23079.07,2025-01-14,CURFLEX PLUS comp.x 30,N,1,1,5,0,2025-01-14,*,N,0,-1,0,16723.964, ,2076300019, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8070,METABOLIC MAX caps.blandas x 60,,3,0,0,0,0,36583.73,2025-01-14,METABOLIC MAX caps.blandas x 60,N,1,1,5,0,2025-01-14,*,N,0,-1,0,26509.949, ,2076300020, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8071,CURFLEX CBD c/aroma cr.x 100 g,,3,0,0,0,0,13328.98,2025-01-14,CURFLEX CBD c/aroma cr.x 100 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,9658.681, ,2076300021, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8072,CURFLEX CBD s/aroma cr.x 100 g,,3,0,0,0,0,13328.98,2025-01-14,CURFLEX CBD s/aroma cr.x 100 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,9658.681, ,2076300022, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8073,MEGACISTIN BLOCKER caps.bl. x 30,,3,0,0,0,0,27518.03,2025-01-14,MEGACISTIN BLOCKER caps.bl. x 30,N,1,1,5,0,2025-01-14,*,N,0,-1,0,19940.601, ,2076300023, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8074,CURFLEX DUO pote x 310 g,,3,0,0,0,0,42748.65,2025-01-14,CURFLEX DUO pote x 310 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,30977.283, ,2076300024, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8075,SNELLA GEL INTIMO gel x 60 g,,3,0,0,0,0,8331.28,2025-01-14,SNELLA GEL INTIMO gel x 60 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,6037.159, ,2076300025, ,-1,3,N,-1,0,3,0,01/12/2024,31/12/2024
8076,102 SPORT BCAA sob.x 30,,3,0,0,0,0,29632.86,2025-01-14,102 SPORT BCAA sob.x 30,N,1,1,5,0,2025-01-14,*,N,0,-1,0,21473.087, ,2076300026, ,-1,3,N,-1,0,1,1059,01/12/2024,31/12/2024
8077,CURFLEX TRIPLE ACCION comp.x 30,,3,0,0,0,0,24710.18,2025-01-14,CURFLEX TRIPLE ACCION comp.x 30,N,1,1,5,0,2025-01-14,*,N,0,-1,0,17905.928, ,2076300027, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8078,CURFLEX UCII+CURFLEX CBD S/AR comp.x 30 + cr. x 100 g,,3,0,0,0,0,19617.19,2025-01-14,CURFLEX UCII+CURFLEX CBD S/AR comp.x 30 + cr. x 100 g,N,1,1,5,0,2025-01-14,*,N,0,-1,0,14215.355, ,2076300028, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8079,SNELLA JABON INTIMO jab. líq.x 220 ml,,3,0,0,0,0,9358.08,2025-01-14,SNELLA JABON INTIMO jab. líq.x 220 ml,N,1,1,5,0,2025-01-14,*,N,0,-1,0,6781.217, ,2076300029, ,-1,3,N,-1,0,3,0,01/12/2024,31/12/2024
8080,MEGACISTIN MAX + SHAMPOO comp.x 30+shamp.x200ml,,3,0,0,0,0,25620.11,2025-01-14,MEGACISTIN MAX + SHAMPOO comp.x 30+shamp.x200ml,N,1,1,5,0,2025-01-14,*,N,0,-1,0,18565.297, ,2076300030, ,-1,3,N,-1,0,1,0,01/12/2024,31/12/2024
8102,JABON LIQUIDO DOVE CORPORAL NUTRICION PROFUNDA X 250ML,,3,69,309,0,0,4340.0,2025-01-13,JABON LIQUIDO DOVE CORPORAL NUTRICION PROFUNDA X 250ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3472.0, ,3011406242, ,-1,3,N,-1,18,3,140,01/12/2024,31/12/2024
8103,REXONA JABON COTTON FRESH X 125GR,,3,69,309,0,0,930.01,2025-01-13,REXONA JABON COTTON FRESH X 125GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,744.0, ,3011406281, ,-1,3,N,-1,18,3,388,01/12/2024,31/12/2024
8104,DOVE DEO FEM AP BARRA  X 50 GR,,3,11,27,0,0,4989.99,2025-01-13,DOVE DEO FEM AP BARRA  X 50 GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3992.0, ,3011406329, ,-1,3,N,-1,18,3,140,01/12/2024,31/12/2024
8105,REXONA DEO BARRA MEN V8 ANT X 50 GR,,3,69,311,0,0,4020.0,2025-01-13,REXONA DEO BARRA MEN V8 ANT X 50 GR,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3216.0, ,3011406385, ,-1,3,N,-1,18,3,388,01/12/2024,31/12/2024
8107,CAPILATIS ORTIGA CAIDA CAB GRASO 420 SHA,,3,69,306,0,0,8230.0,2025-01-13,CAPILATIS ORTIGA CAIDA CAB GRASO 420 SHA,N,1,1,5,0,2025-01-13,*,N,0,-1,0,6584.0, ,3011416830, ,-1,3,N,-1,34,3,82,01/12/2024,31/12/2024
8108,NUTRISSE CRUELTY FREE 60U RUBIO OSCURO ,,3,3,18,0,0,10610.01,2025-01-13,NUTRISSE CRUELTY FREE 60U RUBIO OSCURO ,N,1,1,5,0,2025-01-13,*,N,0,-1,0,8488.0, ,3011416970, ,-1,3,N,-1,18,3,332,01/12/2024,31/12/2024
8121,LYSOFORM ACTIVE POWER LAVANDA 495 ML,,3,0,0,0,0,5750.0,2025-01-13,LYSOFORM ACTIVE POWER LAVANDA 495 ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,4600.0, ,3011429535, ,-1,3,N,-1,34,3,283,01/12/2024,31/12/2024
8123,AGUA SABORIZADA AQUARIUS MANZANA 500 ML,,3,63,288,0,0,1200.0,2025-01-13,AGUA SABORIZADA AQUARIUS MANZANA 500 ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,888.89, ,3011433559, ,-1,3,N,-1,1155,4,748,01/12/2024,31/12/2024
8124,AGUA SABORIZADA AQUARIUS NARANJA 500 ML,,3,63,288,0,0,1200.0,2025-01-13,AGUA SABORIZADA AQUARIUS NARANJA 500 ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,888.89, ,3011433560, ,-1,3,N,-1,1155,4,748,01/12/2024,31/12/2024
8125,AGUA SABORIZADA AQUARIUS PERA X 500 ML,,3,63,288,0,0,1200.0,2025-01-13,AGUA SABORIZADA AQUARIUS PERA X 500 ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,888.89, ,3011433561, ,-1,3,N,-1,1155,4,748,01/12/2024,31/12/2024
8126,AGUA SABORIZADA AQUARIUS POMELO X 500 ML,,3,63,288,0,0,1200.0,2025-01-13,AGUA SABORIZADA AQUARIUS POMELO X 500 ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,888.89, ,3011433562, ,-1,3,N,-1,1155,4,748,01/12/2024,31/12/2024
8127,AGUA MINERAL BONAQUA X 500ML,,3,63,288,0,0,1100.0,2025-01-13,AGUA MINERAL BONAQUA X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,814.814, ,3011433566, ,-1,3,N,-1,1155,4,810,01/12/2024,31/12/2024
8128,"GASEOSA COCA-COLA X 1,5L",,3,63,263,0,0,2599.99,2025-01-13,"GASEOSA COCA-COLA X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1925.921, ,3011433567, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8129,GASEOSA COCA-COLA X 500ML,,3,63,263,0,0,1200.0,2025-01-13,GASEOSA COCA-COLA X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,888.89, ,3011433568, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8130,"GASEOSA COCA-COLA ZERO X 1,5L",,3,63,263,0,0,2599.99,2025-01-13,"GASEOSA COCA-COLA ZERO X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1925.921, ,3011433569, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8131,GASEOSA FANTA NARANJA X 500ML,,3,63,263,0,0,1200.0,2025-01-13,GASEOSA FANTA NARANJA X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,888.89, ,3011433571, ,-1,3,N,-1,1155,4,957,01/12/2024,31/12/2024
8132,BEBIDA ISOTONICA POWERADE FRUTAS TROPICALES HF X 995ML,,3,63,289,0,0,2300.01,2025-01-13,BEBIDA ISOTONICA POWERADE FRUTAS TROPICALES HF X 995ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1586.201, ,3011433582, ,-1,3,N,-1,1155,4,808,01/12/2024,31/12/2024
8133,BEBIDA ISOTONICA POWERADE MANZANA HF X 500ML,,3,63,289,0,0,1500.0,2025-01-13,BEBIDA ISOTONICA POWERADE MANZANA HF X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1034.477, ,3011433583, ,-1,3,N,-1,1155,4,808,01/12/2024,31/12/2024
8134,BEBIDA ISOTONICA POWERADE MANZANA HF X 995ML,,3,63,289,0,0,2300.01,2025-01-13,BEBIDA ISOTONICA POWERADE MANZANA HF X 995ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1586.201, ,3011433584, ,-1,3,N,-1,1155,4,808,01/12/2024,31/12/2024
8135,BEBIDA ISOTONICA POWERADE MOUNTAIN BLAST HF X 500ML,,3,63,289,0,0,1500.0,2025-01-13,BEBIDA ISOTONICA POWERADE MOUNTAIN BLAST HF X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1034.477, ,3011433585, ,-1,3,N,-1,1155,4,808,01/12/2024,31/12/2024
8136,BEBIDA ISOTONICA POWERADE MOUNTAIN BLAST HF X 995ML,,3,63,289,0,0,2300.01,2025-01-13,BEBIDA ISOTONICA POWERADE MOUNTAIN BLAST HF X 995ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1586.201, ,3011433586, ,-1,3,N,-1,1155,4,808,01/12/2024,31/12/2024
8137,BEBIDA ISOTONICA POWERADE NARANJA X 500ML,,3,63,289,0,0,1499.99,2025-01-13,BEBIDA ISOTONICA POWERADE NARANJA X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1111.107, ,3011433587, ,-1,3,N,-1,1155,4,808,01/12/2024,31/12/2024
8138,GASEOSA SCHWEPPES ZERO POMELO X 500ML,,3,63,263,0,0,1200.0,2025-01-13,GASEOSA SCHWEPPES ZERO POMELO X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,888.89, ,3011433588, ,-1,3,N,-1,1155,4,839,01/12/2024,31/12/2024
8139,"GASEOSA SPRITE X 1,5L",,3,63,263,0,0,2599.99,2025-01-13,"GASEOSA SPRITE X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1925.921, ,3011433589, ,-1,3,N,-1,1155,4,851,01/12/2024,31/12/2024
8140,GASEOSA SPRITE X 500ML,,3,63,263,0,0,1200.0,2025-01-13,GASEOSA SPRITE X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,888.89, ,3011433590, ,-1,3,N,-1,1155,4,851,01/12/2024,31/12/2024
8141,BEBIDA ISOTONICA POWERADE FRUTAS TROPICALES HF X 500ML,,3,63,289,0,0,1500.0,2025-01-13,BEBIDA ISOTONICA POWERADE FRUTAS TROPICALES HF X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1034.477, ,3011433840, ,-1,3,N,-1,1155,4,808,01/12/2024,31/12/2024
8142,GASEOSA COCA-COLA X 1LT,,3,63,263,0,0,1999.99,2025-01-13,GASEOSA COCA-COLA X 1LT,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1481.476, ,3011433961, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8143,GASEOSA COCA COLA  ZERO X 1LT,,3,63,263,0,0,1999.99,2025-01-13,GASEOSA COCA COLA  ZERO X 1LT,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1481.476, ,3011433962, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8144,GASEOSA COCA-COLA ZERO X 500ML,,3,63,263,0,0,1200.0,2025-01-13,GASEOSA COCA-COLA ZERO X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,888.89, ,3011433963, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8145,"GASEOSA SCHWEPPES ZERO X 1,5L",,3,63,263,0,0,2599.99,2025-01-13,"GASEOSA SCHWEPPES ZERO X 1,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,1925.921, ,3011433964, ,-1,3,N,-1,1155,4,839,01/12/2024,31/12/2024
8150,JUGO ADES MANZANA X 200ML,,3,63,271,0,0,800.0,2025-01-13,JUGO ADES MANZANA X 200ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,551.724, ,3011446504, ,-1,3,N,-1,1155,4,746,01/12/2024,31/12/2024
8152,JUGO CEPITA HF NARANJA TENTACION X 300ML,,3,63,271,0,0,1000.0,2025-01-13,JUGO CEPITA HF NARANJA TENTACION X 300ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,689.652, ,3011446506, ,-1,3,N,-1,1155,4,897,01/12/2024,31/12/2024
8153,GASEOSA COCA-COLA LATA SIN AZUCAR X 354ML,,3,63,263,0,0,1000.0,2025-01-13,GASEOSA COCA-COLA LATA SIN AZUCAR X 354ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011447131, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8157,AGUA MINERAL BONAQUA X 1.5L,,3,63,288,0,0,1600.0,2025-01-13,AGUA MINERAL BONAQUA X 1.5L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1185.183, ,3011447228, ,-1,3,N,-1,1155,4,810,01/12/2024,31/12/2024
8161,JUGO ADES TROPICAL X 200ML,,3,63,271,0,0,800.0,2025-01-13,JUGO ADES TROPICAL X 200ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,551.724, ,3011447249, ,-1,3,N,-1,1155,4,746,01/12/2024,31/12/2024
8163,GASEOSA SPRITE ZERO X 500ML,,3,63,263,0,0,1200.0,2025-01-13,GASEOSA SPRITE ZERO X 500ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,888.89, ,3011447262, ,-1,3,N,-1,1155,4,851,01/12/2024,31/12/2024
8164,GASEOSA FANTA NARANJA SIN AZUCAR LATA X 310ML,,3,63,263,0,0,1000.0,2025-01-13,GASEOSA FANTA NARANJA SIN AZUCAR LATA X 310ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011447356, ,-1,3,N,-1,1155,4,957,01/12/2024,31/12/2024
8166,GASEOSA SPRITE LATA SIN AZUCAR X 310ML,,3,63,263,0,0,1000.0,2025-01-13,GASEOSA SPRITE LATA SIN AZUCAR X 310ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011447537, ,-1,3,N,-1,1155,4,851,01/12/2024,31/12/2024
8167,JUGO CEPITA MANZANA X 200ML,,3,63,271,0,0,700.0,2025-01-13,JUGO CEPITA MANZANA X 200ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,518.521, ,3011451891, ,-1,3,N,-1,1155,4,897,01/12/2024,31/12/2024
8169,GASEOSA COCA-COLA LATA X 310ML,,3,63,263,0,0,1000.0,2025-01-13,GASEOSA COCA-COLA LATA X 310ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011452766, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8170,JUGO CEPITA MULTIFRUTA X 200ML,,3,63,271,0,0,700.0,2025-01-13,JUGO CEPITA MULTIFRUTA X 200ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,518.521, ,3011452866, ,-1,3,N,-1,1155,4,897,01/12/2024,31/12/2024
8171,BATATA FRITA TRYMS  X 65GR,,3,67,296,0,0,1550.0,2025-01-14,BATATA FRITA TRYMS  X 65GR,N,1,1,5,0,2025-01-14,*,N,0,-1,0,1148.148, ,3011453216, ,-1,3,N,-1,1462,4,0,01/12/2024,31/12/2024
8172,NACHOS TRYMS  JALAPEÑO X 75GR,,3,67,296,0,0,1550.0,2025-01-14,NACHOS TRYMS  JALAPEÑO X 75GR,N,1,1,5,0,2025-01-14,*,N,0,-1,0,1148.148, ,3011453217, ,-1,3,N,-1,1462,4,0,01/12/2024,31/12/2024
8173,NACHOS TRYMS  CHEDDAR X 75GR,,3,67,296,0,0,1550.0,2025-01-14,NACHOS TRYMS  CHEDDAR X 75GR,N,1,1,5,0,2025-01-14,*,N,0,-1,0,1148.148, ,3011453218, ,-1,3,N,-1,1462,4,0,01/12/2024,31/12/2024
8174,PAPAS FRITAS TRYMS CLASICAS SIN TACC X 60GR,,3,67,296,0,0,1550.0,2025-01-14,PAPAS FRITAS TRYMS CLASICAS SIN TACC X 60GR,N,1,1,5,0,2025-01-14,*,N,0,-1,0,1148.148, ,3011453219, ,-1,3,N,-1,1462,4,0,01/12/2024,31/12/2024
8175,GASEOSA SCHWEPPES LATA SIN AZUCAR POMELO X 310ML,,3,63,263,0,0,1000.0,2025-01-13,GASEOSA SCHWEPPES LATA SIN AZUCAR POMELO X 310ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011453370, ,-1,3,N,-1,1155,4,839,01/12/2024,31/12/2024
8176,AGUA MINERAL BONAQUA X 2.5L,,3,63,288,0,0,2099.99,2025-01-13,AGUA MINERAL BONAQUA X 2.5L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,1555.552, ,3011453392, ,-1,3,N,-1,1155,4,810,01/12/2024,31/12/2024
8177,"GASEOSA COCA-COLA X 2,5 L",,3,63,263,0,0,3900.0,2025-01-13,"GASEOSA COCA-COLA X 2,5 L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,2888.887, ,3011453877, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8179,GASEOSA COCA-COLA LATA SIN AZUCAR X 220ML,,3,1,93,0,0,800.0,2025-01-13,GASEOSA COCA-COLA LATA SIN AZUCAR X 220ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,592.598, ,3011453916, ,-1,3,N,-1,1155,3,719,01/12/2024,31/12/2024
8183,HUGGIES TOALLA HUMEDAS DISNEY BABY ED LIM X 48,,3,17,83,0,0,11930.0,2025-01-13,HUGGIES TOALLA HUMEDAS DISNEY BABY ED LIM X 48,N,1,1,5,0,2025-01-13,*,N,0,-1,0,9544.0, ,3011454261, ,-1,3,N,-1,34,3,227,01/12/2024,31/12/2024
8184,GASEOSA FANTA LATA NARANJA X 310ML,,3,63,263,0,0,1000.0,2025-01-13,GASEOSA FANTA LATA NARANJA X 310ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011454262, ,-1,3,N,-1,1155,4,957,01/12/2024,31/12/2024
8193,"GASEOSA COCA-COLA ZERO X 2,5L",,3,63,263,0,0,3900.0,2025-01-13,"GASEOSA COCA-COLA ZERO X 2,5L",N,1,1,5,0,2025-01-13,*,N,0,-1,0,2888.887, ,3011456642, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8194,GASEOSA SPRITE LATA X 310ML,,3,63,263,0,0,1000.0,2025-01-13,GASEOSA SPRITE LATA X 310ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011456871, ,-1,3,N,-1,1155,4,851,01/12/2024,31/12/2024
8197,GASEOSA COCA-COLA RETORNABLE X 2.5 L,,3,63,263,0,0,2800.0,2025-01-13,GASEOSA COCA-COLA RETORNABLE X 2.5 L,N,1,1,5,0,2025-01-13,*,N,0,-1,0,2074.073, ,3011457867, ,-1,3,N,-1,1155,4,719,01/12/2024,31/12/2024
8198,AGUA TONICA SCHWEPPES LATA SIN AZUCAR X 310ML,,3,63,263,0,0,1000.0,2025-01-13,AGUA TONICA SCHWEPPES LATA SIN AZUCAR X 310ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,740.738, ,3011457885, ,-1,3,N,-1,1155,4,839,01/12/2024,31/12/2024
8199,VINO BLANCO CALLIA CHARDONNAY X 750ML,,3,60,266,0,0,5460.0,2025-01-13,VINO BLANCO CALLIA CHARDONNAY X 750ML,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3000.001, ,3011458484, ,-1,3,N,-1,1406,4,0,01/12/2024,31/12/2024
8200,VINO BLANCO SALENTEIN RESERVA CHARDONNAY X 750ML ,,3,60,266,0,0,11950.0,2025-01-13,VINO BLANCO SALENTEIN RESERVA CHARDONNAY X 750ML ,N,1,1,5,0,2025-01-13,*,N,0,-1,0,6565.932, ,3011458485, ,-1,3,N,-1,1406,4,0,01/12/2024,31/12/2024
8201,VINO BLANCO PORTILLO DULCE NATURAL X 750ML ,,3,60,266,0,0,6590.0,2025-01-13,VINO BLANCO PORTILLO DULCE NATURAL X 750ML ,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3620.877, ,3011458487, ,-1,3,N,-1,1406,4,0,01/12/2024,31/12/2024
8202,VINO BLANCO PORTILLO SAUVIGNON BLANCO X 750ML ,,3,60,266,0,0,6200.01,2025-01-13,VINO BLANCO PORTILLO SAUVIGNON BLANCO X 750ML ,N,1,1,5,0,2025-01-13,*,N,0,-1,0,3406.598, ,3011458488, ,-1,3,N,-1,1406,4,0,01/12/2024,31/12/2024
8203,VINO BLANCO CALLIA DULCE X 750ML ,,3,60,266,0,0,4660.01,2025-01-13,VINO BLANCO CALLIA DULCE X 750ML ,N,1,1,5,0,2025-01-13,*,N,0,-1,0,2560.445, ,3011458490, ,-1,3,N,-1,1406,4,0,01/12/2024,31/12/2024
